the_geom,cartodb_id,the_geom_webmercator,objectid,_ds_write_method,access_direction,access_direction_cardinal,accessible,baby_change_facilities,bbq,boat_ramp,caravan_disposal,carriageway_code,carriageway_configuration,category,construction_date,description,distance_from,driver_reviver,emergency_phones,entry_taper,exit_taper,food_available,fuel_available,guid,heavy_vehicle_parking_capacity,heavy_vehicles_parking_type,last_updated,latitude,lga,light_vehicle_parking_capacity,light_vehicles_parking_type,lighting,link_no,litter_bins,longitude,lookout,ne_unique,pets_allowed,picnic_table,playground,power_outlets,power_supply,region,responsible_authority,rest_area_name,rest_area_number,road_name,road_number,separated_parking_areas_light_heavy,shade,shelter,side_of_road,sign_non_potable,site_status,sports_ground,suburb,invalid_the_geom,toilets,tourist_information,tree_shading,vehicle_type,water_supply_type
0104000020E610000001000000010100000060CD018239276340FEA061F888503DC0,4007,0104000020110F00000100000001010000000FBD156B4F44704193DE67C6610F4AC1,,,Counter,Southbound,TRUE,,,,,C,Physical Seperation,Class 2 Heavy Vehicle Rest Area,,,North of Grafton,,,,,,,,,,2024-04-17 00:00:00+00,-29.31459,CLARENCE VALLEY,,,TRUE,2930,TRUE,153.22577,,"0000010,2930,C1",,TRUE,,,,North,Transport for NSW,Mororo Rest Area,4173,Pacific Highway,10,,,,Right,,Open,,MORORO,,4,TRUE,,BOTH LIGHT AND HEAVY VEHICLES,
0104000020E6100000010000000101000000DD7BB8E4B8BB62408817E6E8F13B42C0,4008,0104000020110F0000010000000101000000A726BE4D04D26F41AD809B93F1A650C1,,,Both,Both Directions,TRUE,,TRUE,,,A,,Light Vehicle Only Rest Area,,,12km South of Cobargo,,,,,,,,,,2024-04-17 00:00:00+00,-36.46832,BEGA VALLEY,,,,2265,TRUE,149.86632,,"0000001,2265,A1",,TRUE,,,,South,Transport for NSW,Dry Creek Quaama S/B,358,PRINCES HIGHWAY,1,,,TRUE,Left,,,,QUAAMA,,2,,,Light Vehicle Only,Rainwater Tank
0104000020E6100000010000000101000000F792C6681D1F63408F406BB75DA03EC0,4009,0104000020110F00000100000001010000007978E82F6C3D704121A08634A4584BC1,,,Both,Both Directions,TRUE,TRUE,,,,B,,Service Centre,,,66.67km north of Port Macquarie,,,,,,,,,,2024-04-17 00:00:00+00,-30.62643,NAMBUCCA VALLEY,,,TRUE,2415,,152.97234,,"0000010,2415,B1",,,,,,North,Other,Nambucca Heads Service Centre,4091,Pacific Highway,10,,,,Left,,Open,,VALLA,,2,,,BOTH LIGHT AND HEAVY VEHICLES,
0104000020E6100000010000000101000000E76F422102DA6140587188635DAC3FC0,4010,0104000020110F0000010000000101000000F8791A779E526E41BEF4B2149B624CC1,,,Both,Both Directions,TRUE,,TRUE,,,A,,Class 4 Heavy Vehicle Rest Area,,,60.34km West of Wilcannia,,,,,,,,,,2024-04-17 00:00:00+00,-31.6733,UNINCORPORATED - FAR WEST AREA,,,TRUE,320,TRUE,142.81276,,"0000008,0320,A2",,TRUE,,,,West,Transport for NSW,Delo Hill Rest Area,1307,BARRIER HIGHWAY,8,,TRUE,,Right,,,,LITTLE TOPAR,,1,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E610000001000000010100000082FFAD64C70B63403002819543733DC0,4011,0104000020110F000001000000010100000089331223002D7041CA412B453B314AC1,,,Both,Both Directions,,,,,,A,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,79.4km North of Grafton,,,,,,,,,,2024-04-17 00:00:00+00,-29.45025,GLEN INNES SEVERN,,,,210,TRUE,152.36809,TRUE,"0000012,0210,A1",,,,,,North,Transport for NSW,Heffrons Lookout,593,GWYDIR HIGHWAY,12,,,,Left,,Open,,GIBRALTAR RANGE,,1,,,Light Vehicle Only,Rainwater Tank
0104000020E610000001000000010100000010751F80D4C1624075D2C9E028093DC0,4012,0104000020110F000001000000010100000001A5613F64DC6F413ADD6D68F4C949C1,,,Both,Both Directions,TRUE,,,,,A,,Other Rest Area,,,55.5km North of Moree,,,,,,,,,,2024-04-17 00:00:00+00,-29.03578,MOREE PLAINS,,,,3350,TRUE,150.05719,,"0000017,3350,A1",,TRUE,,,,West,Transport for NSW,Kiga Bore Rest Area S/B,1164,NEWELL HIGHWAY,17,,,,Right,,,,MOREE,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000B2F4A10BEADF62408F298F19A81C41C0,4013,0104000020110F0000010000000101000000E674600CBF077041E8E374B38BF74EC1,,,Both,Both Directions,TRUE,,,,,A,,Light Vehicle Only Rest Area,,,1.8km North of Stanwell Park,,,,,,,,,,2024-04-17 00:00:00+00,-34.22388,WOLLONGONG,,,TRUE,10,TRUE,150.99732,TRUE,"0000393,0010,A1",,,,TRUE,TRUE,South,Council,Bald Hill Lookout,388,LADY WAKEHURST DR,393,,,,Right,,,,STANWELL TOPS,,7,,,BOTH LIGHT AND HEAVY VEHICLES,Town Supply
0104000020E6100000010000000101000000ABB2EF8AE0B6624039F1B4E045AF42C0,4014,0104000020110F000001000000010100000074987371C9C96F413D824FC1752151C1,,,Both,Both Directions,TRUE,,TRUE,,,A,,Light Vehicle Only Rest Area,,,43km South of Eden,,,,,,,,,,2024-04-17 00:00:00+00,-37.36932,BEGA VALLEY,,,,2600,TRUE,149.71491,,"0000001,2600,A2",,TRUE,,,,South,Transport for NSW,Wallagaraugh Rest Area N/B,362,PRINCES HIGHWAY,1,,,,Right,,,,TIMBILLICA,,2,,,Light Vehicle Only,Water Truck
0104000020E61000000100000001010000006649809A5AF162404AC730992A6C40C0,4015,0104000020110F0000010000000101000000787F86CC8E1670415FB2777AE18F4DC1,,,Prescribed,Eastbound,TRUE,,,,,B,Physical Seperation,Class 3 Heavy Vehicle Rest Area,,,7.6 km from Kurri Kurri,,,,,,,,,,2024-04-17 00:00:00+00,-32.84505,CESSNOCK,,,TRUE,60,TRUE,151.54231,,"0006011,0060,B1",,TRUE,,TRUE,TRUE,North,Transport for NSW,Wattaka Rest Areas,3310,HUNTER EXPRESSWAY,6011,,TRUE,TRUE,Left,,Open,,BUCHANAN,,4,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E610000001000000010100000082902C6002BA6240DBDF44D8F06C42C0,4016,0104000020110F00000100000001010000006C67E86F1BCF6F41AF6B7B14D1DA50C1,,,Both,Both Directions,TRUE,,,,,A,,Light Vehicle Only Rest Area,,,22km South of Bega,,,,,,,,,,2024-04-17 00:00:00+00,-36.8511,BEGA VALLEY,,,,2383,TRUE,149.81279,,"0000001,2383,A2",,TRUE,,,,South,State Forests,Yellow Pinch Dam Rest Area N/B,360,PRINCES HIGHWAY,1,,,,Right,,,,YELLOW PINCH,,5,,,Light Vehicle Only,Town Supply
0104000020E6100000010000000101000000CA15DEE522D36240AE6688635D1C3EC0,4017,0104000020110F00000100000001010000005CAD34B9C9F96F41A918D70EB4D64AC1,,,Both,Westbound,,,TRUE,,,A,Physical Seperation,Other Rest Area,,,31.7km North of Barraba,,,,,,,,,,2024-04-17 00:00:00+00,-30.1108,GWYDIR,,,,250,TRUE,150.59801,,"0000063,0250,A2",,TRUE,,,,North,Transport for NSW,Andersons Creek - The Ponds Comp,1919,TAMWORTH-YETMAN RD,63,,,,Left,,Open,,DINOGA,,0,,,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E610000001000000010100000079758E01D92E6240B87ED2FBC6873FC0,4018,0104000020110F0000010000000101000000B5357529BAE26E41BE87212C1F3E4CC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,34.1km West of Cobar,,,,,,,,,,2024-04-17 00:00:00+00,-31.53038,COBAR,,,,100,TRUE,145.46399,,"0000008,0100,A2",,,,,,West,Transport for NSW,Truck parking at Cubba,1420,BARRIER HIGHWAY,8,,,,Left,,,,CUBBA,,0,,,HEAVY VEHICLES ONLY,None
0104000020E610000001000000010100000090882991442063402D718577B9C83DC0,4019,0104000020110F0000010000000101000000793E5EDD663E704188EE65B6B8844AC1,,,Both,Northbound,TRUE,,,,,A,Physical Seperation,Other Rest Area,,,69.6km North of Coffs Harbour,,,,,,,,,,2024-04-17 00:00:00+00,-29.78408,CLARENCE VALLEY,,,,25,TRUE,153.00837,,"0000083,0025,A1",,TRUE,,,,North,Transport for NSW,Dinjerra Road - Glenugie,1369,SUMMERLAND WAY,83,,TRUE,,Left,,Open,,GLENUGIE,,1,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E61000000100000001010000009E7B0F971C246240CC53A29751943FC0,4020,0104000020110F00000100000001010000000C9A67B37DD06E41EF09A5159F4A4CC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,66.3km West of Cobar,,,,,,,,,,2024-04-17 00:00:00+00,-31.57937,COBAR,,,,120,TRUE,145.12849,,"0000008,0120,A3",,,,,,West,Transport for NSW,Truck parking at Cubba (West),1428,BARRIER HIGHWAY,8,,,,Left,,,,CUBBA,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000D8F50B76C3A0624098630E2DB27941C0,4021,0104000020110F00000100000001010000005B8BC28639A46F4127EA9F2383B74FC1,,,Counter,Southbound,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,41km from Canberra and 17km to near Yass,,,,,,,,,,2024-04-17 00:00:00+00,-34.95075,YASS VALLEY,,,,133,TRUE,149.02386,,"0000015,0133,A1",,,,,,South,Transport for NSW,600m East of McClungs Lane,313,BARTON HIGHWAY,15,,,,Right,,Open,,MURRUMBATEMAN,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000B56CAD2F127962403524CFA0A1BF3FC0,4022,0104000020110F00000100000001010000009F171994CD606F41FC359124D7754CC1,,,Both,Both Directions,TRUE,,TRUE,,,A,,Other Rest Area,,,7.47km S of Warren (Dubbo St),,,,,,,,,,2024-04-17 00:00:00+00,-31.74856,WARREN,,,,1150,TRUE,147.78347,,"0000011,1150,A1",,TRUE,,,,West,Transport for NSW,Sandy Creek Rest Area,1681,OXLEY HIGHWAY,11,,TRUE,,Left,,,,RED HILL,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E610000001000000010100000087C43D963ED9624015CEFA3F871941C0,4023,0104000020110F000001000000010100000053BB3BE7140270413FAF56BE1EF14EC1,,,Both,Southbound,,,TRUE,,,A,,Light Vehicle Only Rest Area,,,At Appin,,,,,,,,,,2024-04-17 00:00:00+00,-34.19944,WOLLONDILLY,,,,60,TRUE,150.78889,,"0000177,0060,A2",,TRUE,TRUE,,,Greater Sydney,Council,Appin Park,3238,APPIN RD,177,,TRUE,TRUE,Right,,,,APPIN,,4,,TRUE,Light Vehicle Only,Town Supply
0104000020E61000000100000001010000003E5C72DC29A86240EB65E67459643FC0,4024,0104000020110F000001000000010100000034E7FD5ACBB06F4185FA0AEAD81A4CC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,0.43km South of Newell Hwy,,,,,,,,,,2024-04-17 00:00:00+00,-31.39199,WARRUMBUNGLE,,,,40,TRUE,149.25511,,"0000334,0040,A3",,,,,,West,Transport for NSW,Wattle Springs Rest Stop,1621,MENDOORAN-BELAR CREEK RD,334,,,,Left,,,,COONABARABRAN,,0,,,HEAVY VEHICLES ONLY,None
0104000020E61000000100000001010000002619390B7B84624097372B4D4AF140C0,4025,0104000020110F0000010000000101000000CECDF5F22E746F416D6286BFA29E4EC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,0.65km West of Grenfell,,,,,,,,,,2024-04-17 00:00:00+00,-33.88508,WEDDIN,,,,510,TRUE,148.14002,,"0000006,0510,A1",,,,,,West,Transport for NSW,Grenfell Rest Stop,849,FORBES RD,6,,TRUE,,Left,,,,GRENFELL,,0,,TRUE,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000922232ACE23063403175A3E4D5413CC0,4026,0104000020110F000001000000010100000098D4C0E0834C7041F48DAFF30D0949C1,,,Both,Both Directions,,,,,,R,,Service Centre,,,74.05km North of Ballina,,,,,,,,,,2024-04-17 00:00:00+00,-28.25717,TWEED,,,,3361,TRUE,153.52767,,"0000010,3361,R2",,,,,,North,Other,Chinderah Northbound Service Centre,4009,PACIFIC HIGHWAY,10,,,,Left,,Open,,CHINDERAH,,2,,,BOTH LIGHT AND HEAVY VEHICLES,Source Unknown
0104000020E61000000100000001010000004F92AE997C886240BC45AFB14BF440C0,4027,0104000020110F0000010000000101000000F1EFBEF5FC7A6F4181E0BF3BC9A44EC1,,,Both,Both Directions,TRUE,,TRUE,,,A,,Class 5 Heavy Vehicle Rest Area,,,8.3-9.6km East of Grenfell,,,,,,,,,,2024-04-17 00:00:00+00,-33.90856,WEDDIN,,,,420,TRUE,148.26521,,"0000006,0420,A1",,TRUE,,,,West,Transport for NSW,Grenfell,851,MID WESTERN HIGHWAY,6,,TRUE,,Right,,,,GRENFELL,,0,,TRUE,HEAVY VEHICLES ONLY,None
0104000020E61000000100000001010000000EA14ACD1EC962400359452A8CD140C0,4028,0104000020110F0000010000000101000000B49C2F59C6E86F4139920EC7C75D4EC1,,,Both,Both Directions,,,,,,A,,Rest Area,,,29.1km from Lithgow,,,,,,,,,,2024-04-17 00:00:00+00,-33.63709,BLUE MOUNTAINS,,,,1490,TRUE,150.28501,,"0000005,1490,A1",,,,,,West,Council,Neates Park,948,GREAT WESTERN HWY,5,,,,Left,,,,BLACKHEATH,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E610000001000000010100000038F3AB39409162407D453F8C101A40C0,4029,0104000020110F0000010000000101000000FA0393FBDF896F41ACF642017BEA4CC1,,,Both,Both Directions,TRUE,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,7.12km West of Dubbo (SH17),,,,,,,,,,2024-04-17 00:00:00+00,-32.20363,DUBBO REGIONAL,,,,730,TRUE,148.53909,,"0000007,0730,A1",,TRUE,,,,West,Transport for NSW,West Dubbo Airport,1043,MITCHELL HIGHWAY,7,,TRUE,,Right,,,,DUBBO,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000D925AAB706C162407F84F354875841C0,4030,0104000020110F0000010000000101000000FA6A52B406DB6F416B727BBAE2724FC1,,,Counter,Eastbound,,,,,,C,,Class 5 Heavy Vehicle Rest Area,,,5km North of Marulan,,,,,,,,,,2024-04-17 00:00:00+00,-34.69163,GOULBURN MULWAREE,,,,1105,,150.03207,,"0000002,1105,C2",,,,,,South,Transport for NSW,Logbook Hill Marulan N/B,20,HUME HIGHWAY,2,,TRUE,,Right,,,,MARULAN,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000D8D825AAB7FA62406C8596E7C15540C0,4031,0104000020110F00000100000001010000002723AA9F821E7041C963AB679E624DC1,,,Both,Both Directions,TRUE,,,,,C,Physical Seperation,Light Vehicle Only Rest Area,,,40km from Newcastle,TRUE,,,,,,,,,2024-04-17 00:00:00+00,-32.66998,PORT STEPHENS,,,TRUE,1810,TRUE,151.83492,,"0000010,1810,C1",TRUE,TRUE,,,,North,Transport for NSW,Medowie Rd Rest Area,505,PACIFIC HIGHWAY,10,,,TRUE,Right,,Open,,FERODALE,,4,,,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E6100000010000000101000000079964E42CB162407C09560E2DB23EC0,4032,0104000020110F00000100000001010000002C856E141AC06F41BD3714C9396A4BC1,,,Both,Northbound,,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,54.7km South of Narrabri,,,,,,,,,,2024-04-17 00:00:00+00,-30.696,NARRABRI,,,TRUE,3120,TRUE,149.53673,,"0000017,3120,A1",,TRUE,,,,West,Transport for NSW,Yarraman Rest Area,1186,NEWELL HIGHWAY,17,,,,Left,,,,THE PILLIGA,,2,,,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E6100000010000000101000000C9E53FA4DFBA624080A07EFB3A4042C0,4033,0104000020110F0000010000000101000000C2F2914793D06F41387EF67178AB50C1,,,Prescribed,,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,5.5KM SOUTH OF ROAD TO QUAAMA S/B,,,,,,,,,,2024-04-17 00:00:00+00,-36.5018,BEGA VALLEY,,,,2265,,149.8398,,"0000001,2265,A1",,,,,,South,Transport for NSW,5.5KM SOUTH OF ROAD TO QUAAMA S/B,3162,PRINCES HIGHWAY,1,,,,Left,,,,BROGO,,0,,,HEAVY VEHICLES ONLY,None
0104000020E61000000100000001010000009E4143FF049D624031FABA7EC16A40C0,4034,0104000020110F0000010000000101000000E41E967ADD9D6F411EA46171078D4DC1,,,Both,Both Directions,,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,29.9km from Molong,,,,,,,,,,2024-04-17 00:00:00+00,-32.83403,DUBBO REGIONAL,,,TRUE,440,TRUE,148.90686,,"0000007,0440,A3",,TRUE,,,,West,Transport for NSW,Two Mile Creek,1035,MITCHELL HIGHWAY,7,,TRUE,,Left,,,,CUNDUMBUL,,2,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E6100000010000000101000000CD751A69A95D6240270F971C77EA3DC0,4035,0104000020110F0000010000000101000000506201E13E326F41AEE2FFC9C2A54AC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,7.1km East of Brewarrina Bridge,,,,,,,,,,2024-04-17 00:00:00+00,-29.91588,BREWARRINA,,,,680,TRUE,146.92693,,"0000029,0680,A3",,,,,,West,Transport for NSW,Brewarrina-Goodooga Rd,646,KAMILAROI HIGHWAY,29,,,,Right,,,,BREWARRINA,,0,,,HEAVY VEHICLES ONLY,None
0104000020E610000001000000010100000065AA605452A062408022213CDA9440C0,4036,0104000020110F00000100000001010000006558735C79A36F41FB1881C749E24DC1,,,Both,Both Directions,TRUE,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,13.3km from Orange,,,,,,,,,,2024-04-17 00:00:00+00,-33.16291,CABONNE,,,TRUE,270,TRUE,149.01005,,"0000007,0270,A2",,TRUE,,,,West,Transport for NSW,Gamboola Rest Area,1028,MOLONG RD,7,,TRUE,TRUE,Left,,,,BELGRAVIA,,2,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E6100000010000000101000000A8C64B378933624032C5627FD9C941C0,4037,0104000020110F00000100000001010000006859DAD6B0EA6E415B2C9559212F50C1,,,Prescribed,Both Directions,TRUE,,,,,A,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,8km from Finley and  27km to Jerilderie,,,,,,,,,,2024-04-17 00:00:00+00,-35.57695,BERRIGAN,,,,2070,TRUE,145.6105,,"0000017,2070,A1",,TRUE,,,,South,Transport for NSW,Tongaboo Rest Area - Northbound,1441,NEWELL HIGHWAY,17,,TRUE,,Left,,Open,,FINLEY,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000CF4E0647C9AC62404F099F1F46083FC0,4038,0104000020110F0000010000000101000000C00AD481A5B86F416C53759C69BF4BC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,31.1km North of Coonabarabran,,,,,,,,,,2024-04-17 00:00:00+00,-31.03232,WARRUMBUNGLE,,,,3110,TRUE,149.39957,,"0000017,3110,A2",,,,,,West,Transport for NSW,Cusacks Creek Truck Park,1190,NEWELL HIGHWAY,17,,,,Right,,,,DANDRY,,0,,,HEAVY VEHICLES ONLY,None
0104000020E6100000010000000101000000022B8716D9BE61404559185B089A3EC0,4039,0104000020110F00000100000001010000004E7A1C067C246E4165F72D2A64524BC1,,,Both,Both Directions,,,,,,A,,Class 4 Heavy Vehicle Rest Area,,,175km North of Broken Hill,,,,,,,,,,2024-04-17 00:00:00+00,-30.60169,UNINCORPORATED - FAR WEST AREA,,,,400,TRUE,141.964,,"0000022,0400,A3",,,,,,West,Transport for NSW,Packsaddle,1772,SILVER CITY HIGHWAY,22,,,,Right,,,,PACKSADDLE,,0,,,Light Vehicle Only,None
0104000020E61000000100000001010000003E7958A835E062402D7D2497FF5840C0,4040,0104000020110F0000010000000101000000F8070A44FF077041CC8A9FCF28694DC1,,,Both,Both Directions,TRUE,,TRUE,,,A,Physical Seperation,Light Vehicle Only Rest Area,,,146.6km from WindsoR,,,,,,,,,,2024-04-17 00:00:00+00,-32.6953,SINGLETON,,,,1190,TRUE,151.00655,,"0000503,1190,A2",TRUE,TRUE,,,,North,Transport for NSW,Truck Drivers Memorial,3399,THE PUTTY RD,503,,TRUE,,Right,,Open,,MILBRODALE,,0,TRUE,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E6100000010000000101000000E71890BDDE1C6240BC8A9BFEECE741C0,4041,0104000020110F0000010000000101000000571F2EC030C46E41DF30A727954E50C1,,,Both,Eastbound,,,TRUE,,,A,,Light Vehicle Only Rest Area,,,41km from Echuca (VIC) and  35km to Deniliquin,,,,,,,,,,2024-04-17 00:00:00+00,-35.81192,MURRAY RIVER,,,TRUE,50,TRUE,144.90219,,"0000021,0050,A1",,TRUE,,TRUE,TRUE,South,Council,Mathoura Rest Area,3026,MOAMA ST,21,,TRUE,,Left,,,,MATHOURA,,2,,TRUE,Light Vehicle Only,Town Supply
0104000020E6100000010000000101000000247F30F0DCD46140947782A8FB4441C0,4042,0104000020110F0000010000000101000000B8612715E1496E41025B78628B4A4FC1,,,Both,Both Directions,,,,,,A,Main Carriageway,Class 5 Heavy Vehicle Rest Area,,,10km from Euston and 69km to Mildura (VIC),,,,,,,,,,2024-04-17 00:00:00+00,-34.53893,BALRANALD,,,,570,TRUE,142.65197,,"0000014,0570,A1",,TRUE,,,,West,Transport for NSW,Tapalin Rest Area - Eastbound,263,STURT HIGHWAY,14,,,TRUE,Right,,Open,,EUSTON,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E6100000010000000101000000A29C6857211A62404CBAC5A7009C41C0,4043,0104000020110F00000100000001010000009125965A89BF6E41EC75E87FB9FE4FC1,,,Both,Both Directions,,,,,,A,,Light Vehicle Only Rest Area,,,40km from Deniliquin and  82km to Hay,,,,,,,,,,2024-04-17 00:00:00+00,-35.21877,EDWARD RIVER,,,,150,TRUE,144.81657,,"0000021,0150,A1",,,,,,South,Transport for NSW,Wanganella,270,COBB HIGHWAY,21,,,,Right,,,,WANGANELLA,,0,,,Light Vehicle Only,Source Unknown
0104000020E61000000100000001010000000A80F10C1A236340E5E5CB0BB0EF3DC0,4044,0104000020110F0000010000000101000000B641A204CF4070414394DEEDE0AA4AC1,,,Counter,Both Directions,TRUE,,,,,C,,Class 5 Heavy Vehicle Rest Area,,,49.6km North of Coffs Harbour,,,,,,,,,,2024-04-17 00:00:00+00,-29.93628,CLARENCE VALLEY,,,,2649,,153.09693,,"0000010,2649,C1",,,,,,North,Transport for NSW,Halfway Creek Southbound,4037,Pacific Highway,10,,,,Right,,Open,,HALFWAY CREEK,,0,,,BOTH LIGHT AND HEAVY VEHICLES,
0104000020E61000000100000001010000002D431CEBE2686240DE42A6272CF540C0,4045,0104000020110F00000100000001010000005FEC36D24F456F416B0AD8A694A64EC1,,,Both,Both Directions,,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,7km from West Wyalong and  97km to Forbes,,,,,,,,,,2024-04-17 00:00:00+00,-33.91541,BLAND,,,TRUE,2480,TRUE,147.2777,,"0000017,2480,A2",,,,TRUE,TRUE,South,Transport for NSW,Five Mile Rest Area-North Bound,786,NEWELL HIGHWAY,17,,,,Left,,,,WYALONG,,0,,,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E61000000100000001010000005F46B1DCD2CF6240B4ECC281904C3FC0,4046,0104000020110F000001000000010100000041CBCE3F29F46F41AC95AACB31034CC1,,,Both,Both Directions,,,TRUE,,,A,,Class 5 Heavy Vehicle Rest Area,,,32.5km North of Quirindi,,,,,,,,,,2024-04-17 00:00:00+00,-31.29908,GUNNEDAH,,,,110,TRUE,150.49449,,"0000029,0110,A1",,,,,,North,Transport for NSW,Square Bush,1787,KAMILAROI HIGHWAY,29,,,,Right,,,,BREEZA,,0,,,HEAVY VEHICLES ONLY,None
0104000020E610000001000000010100000033A7CB62624E62406C3EC9C8592041C0,4047,0104000020110F0000010000000101000000B3FA299C4B186F416914F8C322FF4EC1,,,Both,Both Directions,TRUE,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,45km from Ardlethan and  40km to Griffith,,,,,,,,,,2024-04-17 00:00:00+00,-34.25274,NARRANDERA,,,,320,TRUE,146.44951,,"0000084,0320,A1",,TRUE,,,,South,Transport for NSW,Garoolgan Rest Area,1472,BURLEY GRIFFIN WAY,84,,TRUE,,Right,,,,BARELLAN,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,None
0104000020E61000000100000001010000005322895E461A63408512DCBA9B3F3FC0,4048,0104000020110F0000010000000101000000CA88BDDE4F397041FC3491F551F64BC1,,,Prescribed,Northbound,TRUE,TRUE,,,,B,Physical Seperation,Class 2 Heavy Vehicle Rest Area,,,13.3km South of South Kempsey,,,,,,,,,,2024-04-17 00:00:00+00,-31.24847,PORT MACQUARIE-HASTINGS,,,TRUE,2245,TRUE,152.82109,,"0000010,2245,B1",,TRUE,,,,North,Transport for NSW,Barrys Creek Rest Area Northbound,4125,PACIFIC HIGHWAY,10,,,TRUE,Left,,Open,,COOPERABUNG,,3,,,BOTH LIGHT AND HEAVY VEHICLES,
0104000020E61000000100000001010000006553AEF02EE862401D0270253BCE3EC0,4049,0104000020110F0000010000000101000000739A7DEDC40E7041CA15A87AF3854BC1,,,Prescribed,Eastbound,TRUE,,,,,A,Physical Seperation,Class 5 Heavy Vehicle Rest Area,,,54.4km North of Tamworth,,,,,,,,,,2024-04-17 00:00:00+00,-30.80559,TAMWORTH REGIONAL,,,,1072,TRUE,151.25573,,"0000009,1072,A2",,,,,,North,Transport for NSW,Muswell Hill,1135,NEW ENGLAND HIGHWAY,9,,,,Left,,Open,,BENDEMEER,,1,,,BOTH LIGHT AND HEAVY VEHICLES,Rainwater Tank
0104000020E61000000100000001010000001B2FDD24068C6240CD669335EAF13EC0,4050,0104000020110F00000100000001010000003449F41DFF806F4181707FE742A94BC1,,,Both,Both Directions,TRUE,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,2.23km North of Coonamble (Aberford St),,,,,,,,,,2024-04-17 00:00:00+00,-30.94498,COONAMBLE,,,,3140,TRUE,148.37575,,"0000018,3140,A1",,TRUE,,,,West,Council,North Coonamble Town Limit,1769,CASWELL ST,18,,TRUE,,Left,,,,COONAMBLE,,0,,TRUE,BOTH LIGHT AND HEAVY VEHICLES,Town Supply
0104000020E6100000010000000101000000670FB40243796240FEF8FF1CE69B41C0,4051,0104000020110F00000100000001010000007288F38220616F41DC1D685082FE4FC1,,,Both,Southbound,TRUE,,,,,A,,Class 5 Heavy Vehicle Rest Area,,,37km from Gundagai and  44km to Wagga Wagga,,,,,,,,,,2024-04-17 00:00:00+00,-35.21796,WAGGA WAGGA,,,,25,TRUE,147.78943,,"0000014,0025,A2",,,,,,South,Transport for NSW,Truck Parking Cutting RHS,3010,STURT HIGHWAY,14,,,,Right,,,,TARCUTTA,,0,,,HEAVY VEHICLES ONLY,None
